,Organization Name,Organization Name URL,Headquarters Location,Industries,Last Funding Type,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Number of Employees,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Number of Funding Rounds,Acquisition Status,Acquired by,Acquired by URL,Number of Acquisitions,Acquisition Price Currency (in USD),Number of Founders,Unnamed: 20,Acquisition Price,Price Currency,Company Type,Founded Date,Twitter,Facebook,LinkedIn,Funding Status,Acquisition Type,Announced Date,Estimated Revenue Range
2128,Tap Systems,https://www.crunchbase.com/organization/tap-systems-inc,"Pasadena, California, United States","Augmented Reality, Consumer Electronics, Virtual Reality, Wearables",Equity Crowdfunding,2019-11-13,1069813.0,USD,1069813.0,11-50,5036813.0,USD,5036813.0,3.0,,,,,,2.0,,,,For Profit,2015-01-01,https://www.twitter.com/tapwithus,https://www.facebook.com/tapwithus,,,,,$10M to $50M
2131,Housers,https://www.crunchbase.com/organization/housers,"Madrid, Madrid, Spain","Crowdfunding, FinTech, Property Management, Real Estate, Real Estate Investment",Equity Crowdfunding,2019-07-11,19000.0,GBP,23790.0,51-100,4538818.0,USD,4538818.0,6.0,,,,,,2.0,,,,For Profit,2015-01-01,https://www.twitter.com/housers,https://www.facebook.com/housers.es,https://www.linkedin.com/company/housers,,,,$10M to $50M
2164,Ampler Bikes,https://www.crunchbase.com/organization/ampler-bikes,"Tallinn, Harjumaa, Estonia","Consumer Electronics, Electric Vehicle",Equity Crowdfunding,2019-09-30,2470000.0,EUR,2692177.0,11-50,6205866.0,USD,6205866.0,6.0,,,,,,3.0,,,,For Profit,2015-01-01,https://twitter.com/amplerbikes,https://www.facebook.com/amplerbikes/,,,,,$10M to $50M
2175,We Are Nova,https://www.crunchbase.com/organization/we-are-nova,"Liverpool, Liverpool, United Kingdom","Information Services, Information Technology",Equity Crowdfunding,2019-12-17,772840.0,GBP,1014225.0,101-250,1772840.0,GBP,2427733.0,2.0,,,,,,1.0,,,,,2015-01-01,https://twitter.com/wearenovauk,https://www.facebook.com/wearenovauk/,https://www.linkedin.com/company/wearenova/,,,,$10M to $50M
2225,Hochanda,https://www.crunchbase.com/organization/hochanda,"Peterborough, Peterborough, United Kingdom","Broadcasting, Social Media",Equity Crowdfunding,2015-10-10,1962744.0,GBP,3006741.0,51-100,1962744.0,GBP,3006741.0,1.0,,,,,,,,,,,2015-01-01,https://twitter.com/hochanda_tv,https://www.facebook.com/Hochanda/,,,,,$10M to $50M
2326,Solar Earth Inc,https://www.crunchbase.com/organization/solar-earth-inc,"Los Alamos, New Mexico, United States","Energy Efficiency, Manufacturing, Solar",Equity Crowdfunding,2015-03-04,,,,1-10,,,,1.0,,,,,,,,,,For Profit,2015-01-01,,,,,,,$10M to $50M
2448,CHRGR,https://www.crunchbase.com/organization/chrgr,"New York, New York, United States","Advertising, Advertising Platforms, Media and Entertainment, Mobile, Mobile Advertising, Outdoor Advertising",Equity Crowdfunding,2019-10-07,1070000.0,USD,1070000.0,11-50,1615000.0,USD,1615000.0,2.0,,,,,,2.0,,,,,2015-01-03,https://www.twitter.com/chrgr_co,https://www.facebook.com/chrgr.co,,,,,Less than $1M
2470,GreenAnt,https://www.crunchbase.com/organization/greenant,"Rio De Janeiro, Rio de Janeiro, Brazil","Analytics, Artificial Intelligence, Energy, Energy Efficiency, Energy Management, Internet of Things, Machine Learning, SaaS",Equity Crowdfunding,2018-05-07,1600000.0,BRL,450615.0,11-50,2300000.0,BRL,624807.0,2.0,,,,,,4.0,,,,For Profit,2015-01-16,http://www.twitter.com/Greenant_Energy,https://www.facebook.com/greenant.energy,https://www.linkedin.com/company/green-ant,,,,Less than $1M
2512,Praxis Residential,https://www.crunchbase.com/organization/praxis-residential,"Santa Rosa, California, United States",Real Estate,Equity Crowdfunding,2015-01-09,1200000.0,USD,1200000.0,11-50,1200000.0,USD,1200000.0,1.0,,,,,,,,,,For Profit,2015-01-09,https://www.twitter.com/praxcap,https://www.facebook.com/praxcap,https://www.linkedin.com/company/1487020,,,,$1M to $10M
2528,Homefans,https://www.crunchbase.com/organization/homefans,"Manchester, Manchester, United Kingdom","Tourism, Travel",Equity Crowdfunding,2017-10-15,109550.0,GBP,145562.0,1-10,109550.0,GBP,145562.0,1.0,,,,,,2.0,,,,For Profit,2015-01-07,https://www.twitter.com/homefanssupport,https://www.facebook.com/708035705916709,https://www.linkedin.com/company/10217485,,,,Less than $1M
2559,Ameri Energy Group,https://www.crunchbase.com/organization/ameri-energy-group,"Essex, Connecticut, United States","CleanTech, Energy, Energy Management",Equity Crowdfunding,2016-03-15,350000.0,USD,350000.0,1-10,350000.0,USD,350000.0,1.0,,,,,,3.0,,,,For Profit,2015-01-30,,https://www.facebook.com/amerienergy,https://www.linkedin.com/company/ameri-energy-group,,,,Less than $1M
2576,TheFullWorks,https://www.crunchbase.com/organization/thefullworks,"London, England, United Kingdom","E-Commerce, Retail, Shopping",Equity Crowdfunding,2017-07-04,138710.0,GBP,179431.0,,138710.0,GBP,179431.0,1.0,,,,,,1.0,,,,For Profit,2015-01-24,https://twitter.com/lovingecommerce,https://www.facebook.com/thefullworkslimited/,,,,,Less than $1M
2586,BioViva USA,https://www.crunchbase.com/organization/bioviva-usa,"Bainbridge Island, Washington, United States","Biotechnology, Genetics, Health Care",Equity Crowdfunding,2015-07-15,,,,1-10,,,,1.0,,,,,,1.0,,,,For Profit,2015-01-05,https://www.twitter.com/biovivausa,https://www.facebook.com/biovivasciences,,,,,Less than $1M
2602,Campground Express,https://www.crunchbase.com/organization/campground-express,"Brunswick, Maine, United States","Food Processing, Hospitality, Software",Equity Crowdfunding,2015-01-12,5000.0,USD,5000.0,1-10,5000.0,USD,5000.0,1.0,,,,,,,,,,For Profit,2015-01-12,,https://www.facebook.com/luzernecampground,,,,,$1M to $10M
2701,Followone,https://www.crunchbase.com/organization/followone,"Kirkland, Washington, United States","E-Commerce, Facebook, Social Network",Equity Crowdfunding,2015-09-02,,,,11-50,,,,1.0,,,,,,,,,,For Profit,2015-01-07,,,,,,,Less than $1M
2745,Why Science,https://www.crunchbase.com/organization/why-science,"New Haven, Connecticut, United States",Software,Equity Crowdfunding,2015-01-16,,,,1-10,,,,1.0,,,,,,,,,,For Profit,2015-01-16,https://www.twitter.com/whysciencemedia,https://www.facebook.com/whyscience,,,,,Less than $1M
2774,HelpFindingMyAgent.com,https://www.crunchbase.com/organization/helpfindingmyagent-com,"Frisco, Texas, United States","Real Estate, Search Engine",Equity Crowdfunding,2015-04-23,,,,1-10,,,,1.0,,,,,,,,,,For Profit,2015-01-05,https://twitter.com/helpfindmyagent,https://www.facebook.com/HelpFindingMyAgent/,https://www.linkedin.com/company/7594183?,,,,$10M to $50M
2879,MyDoctorCare,https://www.crunchbase.com/organization/mydoctorcare-inc,"Brooklyn, New York, United States","Advertising, Health Care, Internet, Marketing, Medical",Equity Crowdfunding,2015-10-09,,,,11-50,,,,1.0,,,,,,,,,,For Profit,2015-01-06,https://www.twitter.com/mydoctorcare,,,,,,Less than $1M
2888,Sector111,https://www.crunchbase.com/organization/sector111,"Temecula, California, United States","Automotive, Manufacturing",Equity Crowdfunding,2015-01-25,,,,1-10,,,,1.0,,,,,,,,,,For Profit,2015-01-25,https://www.twitter.com/sector111,https://www.facebook.com/sector111,,,,,$1M to $10M
2981,bvsb,https://www.crunchbase.com/organization/bvsb,"Rockville, Maryland, United States","Food Processing, Hospitality, Restaurants, Retail",Equity Crowdfunding,2015-01-02,,,,11-50,,,,1.0,,,,,,,,,,For Profit,2015-01-02,,,,,,,Less than $1M
3045,NowRx,https://www.crunchbase.com/organization/nowrx,"Mountain View, California, United States","Health Care, Pharmaceutical, Retail",Equity Crowdfunding,2019-10-01,4257350.0,USD,4257350.0,1-10,21274500.0,USD,21274500.0,8.0,,,,,,1.0,,,,For Profit,2015-02-19,https://twitter.com/nowrx,https://www.facebook.com/NowRx/,https://www.linkedin.com/company/nowrx/,,,,$1M to $10M
3626,VeryParanormal.com,https://www.crunchbase.com/organization/veryparanormal-com,"Toronto, Ontario, Canada","Communities, Digital Entertainment",Equity Crowdfunding,2015-05-29,,,,1-10,,,,1.0,,,,,,,,,,For Profit,2015-02-01,https://twitter.com/veryparanormal,https://www.facebook.com/veryparanormal,https://www.linkedin.com/company/veryparanormal,,,,$1M to $10M
3833,Mrs Wordsmith,https://www.crunchbase.com/organization/mrs-wordsmith,"London, England, United Kingdom","E-Learning, EdTech, Education",Equity Crowdfunding,2019-12-11,1196560.0,GBP,1579429.0,11-50,15129129.0,USD,15129129.0,3.0,,,,,,1.0,,,,For Profit,2015-03-01,https://twitter.com/mrswofficial,https://www.facebook.com/mrswordsmith,https://www.linkedin.com/company/mrs-wordsmith/,,,,$1M to $10M
3890,PurelyB,https://www.crunchbase.com/organization/purelyb,"Sheung Wan, Hong Kong Island, Hong Kong","Fitness, Health Care, Wellness",Equity Crowdfunding,2017-07-28,300000.0,USD,300000.0,11-50,800000.0,USD,800000.0,2.0,Made Acquisitions,,,1.0,,6.0,,,,For Profit,2015-03-10,https://www.twitter.com/purely_b,https://www.facebook.com/myPurelyB/,https://www.linkedin.com/company/purelyb-sdn-bhd/,,,,$1M to $10M
3953,Molecular Warehouse,https://www.crunchbase.com/organization/molecular-warehouse,"Guildford, Surrey, United Kingdom","Biotechnology, Health Diagnostics, Therapeutics",Equity Crowdfunding,2017-12-31,154310.0,GBP,208550.0,1-10,2399495.0,USD,2399495.0,4.0,,,,,,3.0,,,,For Profit,2015-03-16,https://www.twitter.com/molwarehouse,,https://www.linkedin.com/company/molecular-warehouse,,,,Less than $1M
4557,KidsCoolRide,https://www.crunchbase.com/organization/kidscoolride,"San Jose, California, United States",Transportation,Equity Crowdfunding,2015-10-01,,,,1-10,,,,1.0,,,,,,,,,,For Profit,2015-03-14,https://twitter.com/KidscoolrideLlc,https://www.facebook.com/kidscoolride,,,,,$1M to $10M
4608,Oil Field Services Mexico,https://www.crunchbase.com/organization/oil-field-services-mexico,"Argyle, Texas, United States",Oil and Gas,Equity Crowdfunding,2015-06-03,,,,1-10,,,,1.0,,,,,,,,,,For Profit,2015-03-21,,,,,,,$10M to $50M
4663,Beeline,https://www.crunchbase.com/organization/beeline-5,"London, England, United Kingdom","Adventure Travel, Hardware, Navigation, Transportation",Equity Crowdfunding,2017-08-08,112260.0,GBP,145781.0,1-10,679765.0,GBP,974282.0,3.0,,,,,,2.0,,,,For Profit,2015-04-18,https://twitter.com/ridebeeline,https://www.facebook.com/RideBeeLine/?fref=nf,https://www.linkedin.com/company/10415747/,,,,Less than $1M
4708,Bricksave,https://www.crunchbase.com/organization/bricksave,"London, England, United Kingdom","Crowdfunding, Real Estate Investment",Equity Crowdfunding,2020-02-02,766377.0,GBP,1010163.0,1-10,2160163.0,USD,2160163.0,4.0,,,,,,2.0,,,,For Profit,2015-04-15,https://twitter.com/_bricksave,https://www.facebook.com/bricksaveholdings,https://www.linkedin.com/company/bricksave,,,,Less than $1M
4758,Karaoke One,https://www.crunchbase.com/organization/karaoke-one,"Roma, Lazio, Italy","App Marketing, Apps, Digital Entertainment, Gamification, Mobile, Music, Social Media",Equity Crowdfunding,2018-02-01,265000.0,EUR,331536.0,1-10,885000.0,EUR,1030345.0,4.0,,,,,,5.0,,,,For Profit,2015-04-01,,https://www.facebook.com/app.karaoke.one,https://www.linkedin.com/company/karaoke-one,,,,Less than $1M
4760,Poppyâ€™s Picnic,https://www.crunchbase.com/organization/poppy-s-picnic,"Melksham, Wiltshire, United Kingdom","Consumer Goods, Digital Marketing, E-Commerce, Food and Beverage, Food Processing, Pet, Retail",Equity Crowdfunding,2019-07-10,576180.0,GBP,720576.0,11-50,1153360.0,GBP,1523129.0,2.0,,,,,,1.0,,,,For Profit,2015-04-01,https://twitter.com/poppyspicnic,https://www.facebook.com/poppyspicnic/,https://www.linkedin.com/company/poppy's-picnic/,,,,$1M to $10M
4873,Kailani Ice Tea,https://www.crunchbase.com/organization/kailani-ice-tea,"Barcelona, Catalonia, Spain","Food and Beverage, Health Care",Equity Crowdfunding,2016-12-26,140900.0,EUR,147301.0,1-10,140900.0,EUR,147301.0,1.0,,,,,,1.0,,,,,2015-04-01,https://www.twitter.com/kailaniicetea,https://www.facebook.com/kailaniicetea,,,,,Less than $1M
4889,Augmentastic,https://www.crunchbase.com/organization/augmentastic,"Pune, Maharashtra, India","Apps, E-Commerce, Mobile, Mobile Advertising",Equity Crowdfunding,2015-04-02,25000.0,USD,25000.0,1-10,25000.0,USD,25000.0,1.0,,,,,,2.0,,,,,2015-04-02,https://www.twitter.com/unlockpiggybank,https://www.facebook.com/piggybankunlock,,,,,Less than $1M
5001,BOMbids,https://www.crunchbase.com/organization/bombids,"Wilmington, North Carolina, United States","B2B, E-Commerce, Sales Automation",Equity Crowdfunding,2015-07-10,,,,1-10,,,,1.0,,,,,,,,,,For Profit,2015-04-07,https://twitter.com/bombids,https://www.facebook.com/bombids,https://www.linkedin.com/company/bombids-llc,,,,Less than $1M
5146,HoneyVR,https://www.crunchbase.com/organization/honeyvr,"Denver, Colorado, United States","Media and Entertainment, News, Virtual Reality",Equity Crowdfunding,2016-02-01,,,,1-10,,,,1.0,,,,,,1.0,,,,For Profit,2015-04-01,https://twitter.com/honey_vr,https://www.facebook.com/honeyvr1,https://www.linkedin.com/company/honeyvr,,,,Less than $1M
5243,Verve Rehab,https://www.crunchbase.com/organization/verve-rehab,"Schaumburg, Illinois, United States","Health Care, Medical",Equity Crowdfunding,2015-06-18,,,,11-50,,,,1.0,,,,,,,,,,For Profit,2015-04-30,https://www.twitter.com/ververehab,https://www.facebook.com/ververehab,https://www.linkedin.com/company/verve-rehab,,,,$1M to $10M
5335,Natural Health Group,https://www.crunchbase.com/organization/natural-health-group,"Surrey, British Columbia, Canada","Food Processing, Organic Food",Equity Crowdfunding,2015-05-23,,,,1-10,,,,1.0,,,,,,,,,,For Profit,2015-04-29,,https://www.facebook.com/qicubed,,,,,Less than $1M
5532,Social Bluebook,https://www.crunchbase.com/organization/social-bluebook,"Los Angeles, California, United States","Social Media, Social Media Advertising, Social Media Marketing",Equity Crowdfunding,2017-10-17,96374.0,USD,96374.0,11-50,96374.0,USD,96374.0,2.0,,,,,,2.0,,,,For Profit,2015-05-01,https://www.twitter.com/socialbluebook,https://www.facebook.com/yourbrandvalue,,,,,$1M to $10M
5602,Wizme,https://www.crunchbase.com/organization/wizme,"London, England, United Kingdom","Business Travel, Enterprise Software, Procurement",Equity Crowdfunding,2019-05-01,79725.0,GBP,104066.0,11-50,209725.0,GBP,275758.0,2.0,,,,,,1.0,,,,For Profit,2015-05-08,https://www.twitter.com/bookwizme,https://www.facebook.com/bookwizme,https://www.linkedin.com/company/bookwizme,,,,Less than $1M
5707,Doc-Quick,https://www.crunchbase.com/organization/doc-quick,"Boca Raton, Florida, United States","Health Care, Hospital, Medical",Equity Crowdfunding,2015-07-01,25000.0,USD,25000.0,1-10,25000.0,USD,25000.0,1.0,,,,,,,,,,For Profit,2015-05-10,https://twitter.com/doc_quick,,https://www.linkedin.com/company/doc-quick,,,,Less than $1M
6046,Tiny Texas Houses,https://www.crunchbase.com/organization/tiny-texas-houses,"Luling, Texas, United States","Events, Real Estate",Equity Crowdfunding,2015-05-02,,,,1-10,,,,1.0,,,,,,,,,,For Profit,2015-05-02,https://twitter.com/TinyTexasHouses,https://www.facebook.com/tinytexashouses,,,,,Less than $1M
6232,Dexter Fiber Communications,https://www.crunchbase.com/organization/dexter-fiber-communications,"Melbourne, Florida, United States","Internet, ISP, Telecommunications",Equity Crowdfunding,2015-05-24,,,,1-10,,,,1.0,,,,,,,,,,For Profit,2015-05-15,https://twitter.com/DexterFiberCom,https://www.facebook.com/DexterFiberCom/,https://www.linkedin.com/company/6453912,,,,$1M to $10M
6351,DoneGood,https://www.crunchbase.com/organization/donegood,"Boston, Massachusetts, United States","E-Commerce, Market Research, Search Engine",Equity Crowdfunding,2018-09-24,508198.0,USD,508198.0,1-10,858198.0,USD,858198.0,2.0,,,,,,3.0,,,,For Profit,2015-06-08,https://twitter.com/donegoodteam,https://www.facebook.com/doneREALgood,https://www.linkedin.com/company/donegood,,,,Less than $1M
6376,Angee Technologies Ltd.,https://www.crunchbase.com/organization/angee,"London, England, United Kingdom","Consumer Electronics, Hardware, Internet of Things, Security, Smart Home",Equity Crowdfunding,2018-12-17,1158020.0,GBP,1460796.0,11-50,2046326.0,USD,2046326.0,2.0,,,,,,3.0,,,,For Profit,2015-06-01,https://twitter.com/meetangee,https://www.facebook.com/meetangee,https://www.linkedin.com/company/angee,,,,$1M to $10M
6411,Onedox,https://www.crunchbase.com/organization/onedox,"London, England, United Kingdom","FinTech, Mobile, Personal Finance",Equity Crowdfunding,2017-06-29,522910.0,GBP,680223.0,11-50,522910.0,GBP,680223.0,1.0,,,,,,3.0,,,,For Profit,2015-06-01,https://www.twitter.com/onedoxinfo,https://www.facebook.com/onedoxinfo,https://www.linkedin.com/organization/9442708/,,,,Less than $1M
6421,Incomaker,https://www.crunchbase.com/organization/incomaker,"Praha, Hlavni mesto Praha, Czech Republic","Artificial Intelligence, Big Data, Data Integration, Email Marketing, Marketing Automation, Software",Equity Crowdfunding,2018-02-28,6096054.0,CZK,292326.0,11-50,348017.0,USD,348017.0,2.0,,,,,,5.0,,,,For Profit,2015-06-11,https://www.twitter.com/myincomaker,https://www.facebook.com/incomaker,https://www.linkedin.com/company/incomaker,,,,Less than $1M
6459,OneLane,https://www.crunchbase.com/organization/onelane,"London, England, United Kingdom","Child Care, Mobile, Ride Sharing",Equity Crowdfunding,2016-09-14,281140.0,GBP,372848.0,1-10,281140.0,GBP,372848.0,1.0,,,,,,1.0,,,,For Profit,2015-06-01,http://www.twitter.com/onelaneapp,http://www.facebook.com/onelaneapp,https://www.linkedin.com/company/onelane,,,,Less than $1M
