,Organization Name,Organization Name URL,Headquarters Location,Industries,Last Funding Type,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Number of Employees,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Number of Funding Rounds,Acquisition Status,Acquired by,Acquired by URL,Number of Acquisitions,Acquisition Price Currency (in USD),Number of Founders,Unnamed: 20,Acquisition Price,Price Currency,Company Type,Founded Date,Twitter,Facebook,LinkedIn,Funding Status,Acquisition Type,Announced Date,Estimated Revenue Range
923,SPOT-A-SHOP,https://www.crunchbase.com/organization/spot-a-shop,"Helsinki, Southern Finland, Finland","E-Commerce, Internet",Grant,2017-10-05,1000000.0,EUR,1171373.0,1-10,1000000.0,EUR,1171373.0,1.0,,,,,,2.0,,,,,2015-01-01,https://twitter.com/spotashop,https://www.facebook.com/SPOT-A-SHOP,https://www.linkedin.com/company/spot-a-shop,,,,Less than $1M
927,Wisran,https://www.crunchbase.com/organization/wisran,"San Francisco, California, United States","Analytics, Artificial Intelligence, Electronics, Energy Management, Enterprise Software, Information Technology, Software, Water",Grant,2017-09-08,75000.0,AUD,60451.0,1-10,75000.0,AUD,60451.0,2.0,,,,,,2.0,,,,For Profit,2015-01-01,https://www.twitter.com/twitter.com,https://www.facebook.com/2035themes,https://www.linkedin.com/company/wisrancorp/about/,,,,Less than $1M
933,EVEARA,https://www.crunchbase.com/organization/eveara,"Cork, Cork, Ireland","Digital Entertainment, Information Technology, Music, SaaS, Software",Grant,2016-08-01,50000.0,EUR,55831.0,1-10,50000.0,EUR,55831.0,1.0,,,,,,1.0,,,,For Profit,2015-01-01,https://twitter.com/evearamusic,https://www.facebook.com/evearamusic,https://www.linkedin.com/company/eveara/,,,,Less than $1M
953,Synple,https://www.crunchbase.com/organization/synple,"Breda, Noord-Brabant, The Netherlands","Logistics, Software, Supply Chain Management, Transportation",Grant,2018-08-01,71429.0,EUR,83304.0,11-50,1171429.0,EUR,1388113.0,2.0,,,,,,1.0,,,,For Profit,2015-01-01,,https://www.facebook.com/pg/SynpleNL/about/,https://in.linkedin.com/company/synple,,,,Less than $1M
954,LIFNano Therapeutics,https://www.crunchbase.com/organization/lifnano-therapeutics,"Cambridge, Cambridgeshire, United Kingdom","Biotechnology, Medical, Nanotechnology, Therapeutics",Grant,2016-12-01,1000000.0,GBP,1259200.0,1-10,1000000.0,GBP,1259200.0,2.0,,,,,,1.0,,,,For Profit,2015-01-01,https://twitter.com/LIFNanoRx,https://www.facebook.com/lifnano,https://www.linkedin.com/company/lifnano-therapeutics,,,,Less than $1M
958,Moodist,https://www.crunchbase.com/organization/moodist,"ReykjavÃ­k, Gullbringusysla, Iceland","Digital Entertainment, Media and Entertainment",Grant,2015-03-01,7000000.0,ISK,52537.0,1-10,7000000.0,ISK,52537.0,1.0,,,,,,,,,,For Profit,2015-01-01,https://twitter.com/moodists,https://www.facebook.com/moodists/,https://www.linkedin.com/company/moodist/,,,,Less than $1M
967,Viomedo,https://www.crunchbase.com/organization/viomedo,"Berlin, Berlin, Germany","Clinical Trials, Internet, Pharmaceutical",Grant,2016-11-01,50000.0,EUR,55291.0,1-10,150000.0,EUR,168183.0,2.0,,,,,,1.0,,,,For Profit,2015-01-01,https://twitter.com/viomedo,https://www.facebook.com/pg/viomedo/,https://www.linkedin.com/company/viomedo/,,,,Less than $1M
968,Arkyne Technologies,https://www.crunchbase.com/organization/arkyne-technologies,"Barcelona, Catalonia, Spain","Biotechnology, Energy, Renewable Energy, Telecommunications",Grant,2017-07-01,1272478.0,EUR,1453753.0,11-50,1272478.0,EUR,1453753.0,1.0,,,,,,1.0,,,,For Profit,2015-01-01,https://twitter.com/arkynetech,,https://www.linkedin.com/company/10498693/,,,,Less than $1M
969,JustFix.nyc,https://www.crunchbase.com/organization/justfix-nyc,"New City, New York, United States","Building Maintenance, Legal, Non Profit, Social Network",Grant,2017-11-20,180000.0,USD,180000.0,1-10,180000.0,USD,180000.0,1.0,,,,,,2.0,,,,For Profit,2015-01-01,https://twitter.com/JustFixNYC,,https://www.linkedin.com/company/justfix-nyc,,,,Less than $1M
998,Hypometer Technologies,https://www.crunchbase.com/organization/hypometer,"Brisbane, Queensland, Australia","Big Data, Consumer, Machine Learning, Media and Entertainment, Mobile, Predictive Analytics, Sports",Grant,2016-10-01,98900.0,AUD,75772.0,1-10,278400.0,AUD,203776.0,2.0,,,,,,2.0,,,,For Profit,2015-01-01,https://twitter.com/fantasyinsider,https://www.facebook.com/fantasyinsiderau,https://in.linkedin.com/company/hypometer-technologies,Seed,,,Less than $1M
1158,AImotive,https://www.crunchbase.com/organization/aImotive,"Budapest, Budapest, Hungary","Artificial Intelligence, Automotive, Cloud Computing, Computer Vision, Data Visualization, Hardware, Information Technology, Robotics, Software",Grant,2019-01-01,71429.0,EUR,81868.0,101-250,47581868.0,USD,47581868.0,4.0,,,,,,1.0,,,,For Profit,2015-01-01,https://twitter.com/AI_motive,https://www.facebook.com/AImotive,https://www.linkedin.com/company/aimotive/,Late Stage Venture,,,$1M to $10M
1270,Unelma Platforms,https://www.crunchbase.com/organization/unelma-platforms,"Helsinki, Southern Finland, Finland","Artificial Intelligence, Cloud Computing, CRM, Enterprise Software, Human Computer Interaction, Internet of Things, Payments, Software, Web Hosting",Grant,2019-04-05,,,,11-50,9740000.0,USD,9740000.0,2.0,,,,,,1.0,,,,For Profit,2015-01-01,https://twitter.com/unelmaplatforms,https://www.facebook.com/unelmaplatforms/,https://www.linkedin.com/company/unelma-platforms,Seed,,,$1M to $10M
1367,Level Ex,https://www.crunchbase.com/organization/level-ex,"Chicago, Illinois, United States","Gaming, Health Care, Medical, Mobile Apps",Grant,2019-08-07,,,,51-100,17150000.0,USD,17150000.0,6.0,,,,,,1.0,,,,For Profit,2015-01-01,https://twitter.com/LevelExTeam,https://www.facebook.com/levelexteam,https://www.linkedin.com/company/level-ex,,,,$1M to $10M
1430,Everytable,https://www.crunchbase.com/organization/everytable,"Los Angeles, California, United States",Food and Beverage,Grant,2020-01-29,2500000.0,USD,2500000.0,11-50,2500000.0,USD,2500000.0,2.0,,,,,,2.0,,,,For Profit,2015-01-01,https://twitter.com/foreverytable,https://www.facebook.com/pg/everytable/,https://www.linkedin.com/company/everytable,,,,$1M to $10M
1454,3fbio,https://www.crunchbase.com/organization/3fbio,"Glasgow, Glasgow City, United Kingdom","3D Technology, Biotechnology, Food and Beverage, Food Processing, Information Services, Information Technology",Grant,2019-07-30,17000000.0,EUR,18968980.0,11-50,28251451.0,USD,28251451.0,3.0,,,,,,1.0,,,,For Profit,2015-01-01,https://twitter.com/3fbio?lang=en,,,Early Stage Venture,,,$1M to $10M
1699,TravelNest,https://www.crunchbase.com/organization/travelnest,"Edinburgh, Edinburgh, City of, United Kingdom","Advertising, Rental Property, Reservations, Vacation Rental",Grant,2018-11-05,2300000.0,GBP,3003246.0,11-50,5300000.0,GBP,7045283.0,2.0,,,,,,1.0,,,,For Profit,2015-01-01,https://twitter.com/travelnest?lang=en,https://www.facebook.com/TravelNestHQ/,https://www.linkedin.com/company/travelnest/,Seed,,,$1M to $10M
1780,Imagry,https://www.crunchbase.com/organization/imagry,"Tempe, Arizona, United States","Automotive, Crowdsourcing, Internet of Things, Mobile, Mobile Devices, Publishing, Software, Wearables",Grant,2019-08-08,1000000.0,USD,1000000.0,11-50,8400000.0,USD,8400000.0,4.0,,,,,,2.0,,,,For Profit,2015-01-01,http://twitter.com/ImagryCo,http://www.facebook.com/imagry,http://www.linkedin.com/company/3235709,,,,$1M to $10M
1819,Antilatency,https://www.crunchbase.com/organization/antilatency,"Voronezh, Voronezh, Russian Federation","Computer, Computer Vision, Hardware",Grant,2017-12-08,1000000.0,USD,1000000.0,51-100,3060184.0,USD,3060184.0,2.0,,,,,,2.0,,,,For Profit,2015-01-01,https://twitter.com/antilatency,https://www.facebook.com/antilatency/?ref=page_internal,,Early Stage Venture,,,$1M to $10M
1871,Paptic,https://www.crunchbase.com/organization/paptic,"Espoo, Southern Finland, Finland","Manufacturing, Packaging Services, Paper Manufacturing, Recycling, Renewable Energy, Wood Processing",Grant,2016-11-01,2195812.0,EUR,2428189.0,1-10,3295812.0,EUR,3650278.0,2.0,,,,,,2.0,,,,,2015-01-01,https://twitter.com/papticltd,,https://www.linkedin.com/company/9435339,Seed,,,$1M to $10M
1877,Loqr,https://www.crunchbase.com/organization/loqr,"Braga, Braga, Portugal","Enterprise Software, Identity Management, Mobile, Security",Grant,2019-01-01,71429.0,EUR,81868.0,11-50,1261429.0,EUR,1542336.0,4.0,,,,,,3.0,,,,For Profit,2015-01-01,https://twitter.com/loqrcode,https://www.facebook.com/loqrcode,https://www.linkedin.com/company/loqr,Seed,,,$1M to $10M
1900,hiSky,https://www.crunchbase.com/organization/hisky,"Rosh Ha'ayin, HaMerkaz, Israel","Consulting, Satellite Communication",Grant,2019-06-18,9000000.0,GBP,11309644.0,11-50,9000000.0,GBP,11309644.0,1.0,,,,,,2.0,,,,,2015-01-01,,,https://www.linkedin.com/company/hisky-ltd./,,,,$1M to $10M
1963,CRiskCo,https://www.crunchbase.com/organization/criskco,"Palo Alto, California, United States","Accounting, Credit, Financial Services, Fraud Detection, Machine Learning",Grant,2016-12-06,100000.0,AUD,74674.0,1-10,399674.0,USD,399674.0,2.0,,,,,,2.0,,,,For Profit,2015-01-01,https://www.twitter.com/erezsaf,https://www.facebook.com/criskco,https://www.linkedin.com/company/criskco,Seed,,,$1M to $10M
2094,Parity Technologies,https://www.crunchbase.com/organization/ethcore,"London, England, United Kingdom","Blockchain, Computer, Ethereum, Information Technology, Open Source, Software",Grant,2019-01-08,5000000.0,USD,5000000.0,51-100,5750000.0,USD,5750000.0,2.0,,,,,,3.0,,,,For Profit,2015-01-01,https://twitter.com/ParityTech,https://www.facebook.com/ParityTech/,https://www.linkedin.com/company/paritytech,Seed,,,$10M to $50M
2153,Nomoko,https://www.crunchbase.com/organization/nomoko,"ZÃ¼rich, Zurich, Switzerland","3D Technology, Automotive, Simulation",Grant,2019-10-21,2500000.0,EUR,2787928.0,11-50,2571429.0,EUR,2873580.0,3.0,,,,,,2.0,,,,For Profit,2015-01-01,https://twitter.com/nomoko_world,https://www.facebook.com/pg/nomoko.world,https://www.linkedin.com/company/nomoko,Seed,,,$10M to $50M
2159,Enable Biosciences,https://www.crunchbase.com/organization/enable-biosciences,"South San Francisco, California, United States","Biotechnology, Life Science",Grant,2019-11-19,1487764.0,USD,1487764.0,11-50,2987764.0,USD,2987764.0,2.0,,,,,,3.0,,,,,2015-01-01,https://twitter.com/EnableBio?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://www.facebook.com/enablebiosciences/,https://in.linkedin.com/company/enable-biosciences,,,,$10M to $50M
2311,CareChair,https://www.crunchbase.com/organization/carechair,"Yorkshire, New York, United States",Health Care,Grant,2015-03-01,5000.0,CAD,3997.0,,5000.0,CAD,3997.0,1.0,,,,,,,,,,,2015-01-01,,,,,,,$10M to $50M
2395,Wefarm,https://www.crunchbase.com/organization/we-farm,"London, England, United Kingdom","AgTech, Communities, Emerging Markets, Farming, Internet, Machine Learning, Peer to Peer, SMS, Social Entrepreneurship",Grant,2020-02-17,660000.0,GBP,858388.0,51-100,21749481.0,USD,21749481.0,11.0,,,,,,1.0,,,,For Profit,2015-01-29,https://twitter.com/wefarm,https://www.facebook.com/WefarmGlobal/,https://www.linkedin.com/company/wefarm/,Early Stage Venture,,,Less than $1M
2402,Lyndra Therapeutics,https://www.crunchbase.com/organization/lyndra-inc,"Watertown, Massachusetts, United States","Biotechnology, Clinical Trials, Health Care, Pharmaceutical",Grant,2019-07-30,13000000.0,USD,13000000.0,11-50,102832584.0,USD,102832584.0,4.0,,,,,,4.0,,,,For Profit,2015-01-14,https://twitter.com/LyndraInc,,https://www.linkedin.com/company/lyndra,Early Stage Venture,,,$1M to $10M
2419,Turbulent,https://www.crunchbase.com/organization/turbulent,"Antwerpen, Antwerpen, Belgium","CleanTech, Energy, GreenTech, Renewable Energy",Grant,2017-09-08,75000.0,AUD,60451.0,11-50,75000.0,AUD,60451.0,1.0,,,,,,1.0,,,,For Profit,2015-01-12,https://twitter.com/turbulenthydro,https://www.facebook.com/TurbulentHydro,https://www.linkedin.com/company/turbulent-hydro,,,,Less than $1M
2435,Pharmacelera,https://www.crunchbase.com/organization/pharmacelera,"Barcelona, Catalonia, Spain","Biotechnology, Information Technology, Life Science, Machine Learning, Pharmaceutical, Software",Grant,2020-03-15,960000.0,EUR,1071063.0,11-50,2010000.0,EUR,2303784.0,3.0,,,,,,3.0,,,,For Profit,2015-01-19,https://www.twitter.com/pharmacelera,,https://www.linkedin.com/company/pharmacelera,Seed,,,Less than $1M
2497,Rais,https://www.crunchbase.com/organization/rais,"London, England, United Kingdom","Artificial Intelligence, Big Data, Business Intelligence, CRM, Data Integration, Data Mining, E-Commerce",Grant,2017-07-31,65000.0,GBP,85787.0,11-50,544000.0,GBP,783858.0,5.0,,,,,,2.0,,,,For Profit,2015-01-12,https://www.twitter.com/raisecommerce,https://www.facebook.com/raisrelationships,https://www.linkedin.com/company/r-a-i-s,Seed,,,Less than $1M
2502,MOBicure,https://www.crunchbase.com/organization/mobicure,"Benin City, Edo, Nigeria","Health Care, Medical, Mobile",Grant,2017-10-16,100000.0,USD,100000.0,11-50,167631.0,USD,167631.0,3.0,,,,,,3.0,,,,For Profit,2015-01-08,https://twitter.com/omomi_ng,https://www.facebook.com/mobicurecompany,https://www.linkedin.com/company/9202549,Seed,,,Less than $1M
2511,WonderLogix,https://www.crunchbase.com/organization/wonderlogix,"Kiryat-ata, Hefa, Israel","Computer, Industrial Automation, Software",Grant,2016-12-01,50000.0,EUR,53319.0,1-10,50000.0,EUR,53319.0,1.0,,,,,,1.0,,,,For Profit,2015-01-14,https://twitter.com/WonderLogix,https://www.facebook.com/wonderlogix/,https://www.linkedin.com/company/wonderlogix-ltd/,,,,Less than $1M
2524,AgriCon,https://www.crunchbase.com/organization/agricon-hungary-precision-farming-kft,"Ostrau, Sachsen-Anhalt, Germany","Agriculture, Farming, Information Technology, Sensor",Grant,2016-05-01,951300.0,EUR,1089870.0,,1001300.0,EUR,1145868.0,2.0,,,,,,1.0,,,,For Profit,2015-01-23,https://twitter.com/agricongmbh,https://www.facebook.com/AgriCon/,https://www.linkedin.com/company/agri-con-gmbh/,,,,$10M to $50M
2546,Smartesting Solutions & Services,https://www.crunchbase.com/organization/smartesting,"BesanÃ§on, Franche-Comte, France",Software,Grant,2019-01-01,71429.0,EUR,81868.0,1-10,71429.0,EUR,81868.0,1.0,,,,,,2.0,,,,For Profit,2015-01-26,http://twitter.com/smartesting,https://www.facebook.com/pg/Smartesting-Solutions-Services-439533989555438/,https://www.linkedin.com/company/smartesting,,,,$1M to $10M
2594,Newslinn,https://www.crunchbase.com/organization/newslinn-breaking-news-photos,"Dublin, Dublin, Ireland","Content, Crowdsourcing, Journalism, News, Photography, Public Relations, Social Media",Grant,2016-06-02,50000.0,EUR,55757.0,1-10,80000.0,EUR,89937.0,2.0,,,,,,1.0,,,,For Profit,2015-01-06,https://twitter.com/newslinn,http://www.facebook.com/newslinn,https://www.linkedin.com/in/shanedevane,Seed,,,$1M to $10M
3084,ISARA Corporation,https://www.crunchbase.com/organization/isara-corporation,"Waterloo, Ontario, Canada","Consulting, Cyber Security, Network Security, Quantum Computing, Security, Software",Grant,2019-04-18,7200000.0,CAD,5381769.0,11-50,26881769.0,USD,26881769.0,3.0,,,,,,2.0,,,,For Profit,2015-02-01,https://www.twitter.com/isaracorp,https://www.facebook.com/isaracorp/,https://www.linkedin.com/company/isara-corporation?trk=company_logo,Early Stage Venture,,,$10M to $50M
