,Organization Name,Organization Name URL,Headquarters Location,Industries,Last Funding Type,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Number of Employees,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Number of Funding Rounds,Acquisition Status,Acquired by,Acquired by URL,Number of Acquisitions,Acquisition Price Currency (in USD),Number of Founders,Unnamed: 20,Acquisition Price,Price Currency,Company Type,Founded Date,Twitter,Facebook,LinkedIn,Funding Status,Acquisition Type,Announced Date,Estimated Revenue Range
4062,"VoterCircle, Inc.",https://www.crunchbase.com/organization/votercircle-inc,"Los Altos, California, United States","Big Data, Computer, Software",Pre-Seed,2017-09-25,,,,11-50,,,,1.0,,,,,,3.0,,,,For Profit,2015-03-01,https://www.twitter.com/votercircle,https://www.facebook.com/VoterCircle/,https://www.linkedin.com/company/6424727/,Seed,,,Less than $1M
4116,BookFusion,https://www.crunchbase.com/organization/bookfusion,,"EBooks, EdTech, Publishing, Reading Apps",Pre-Seed,2016-06-01,,,,1-10,,,,1.0,,,,,,1.0,,,,For Profit,2015-03-13,https://www.twitter.com/bookfusionhq,https://www.facebook.com/bookfusion,https://www.linkedin.com/company/bookfusion,Seed,,,$1M to $10M
4204,TidyMarketer,https://www.crunchbase.com/organization/tidymktr,"San Francisco, California, United States","Digital Media, Marketing, SaaS, Software",Pre-Seed,2015-11-01,,,,1-10,,,,1.0,,,,,,3.0,,,,For Profit,2015-03-06,https://twitter.com/tidymarketer,https://www.facebook.com/tidymarketer,https://www.linkedin.com/company/tidymktr,Seed,,,Less than $1M
4774,Kapalya,https://www.crunchbase.com/organization/kapalya,"Berkeley, California, United States","Cyber Security, File Sharing, Information Technology, Software",Pre-Seed,2018-08-01,,,,1-10,500000.0,USD,500000.0,4.0,,,,,,1.0,,,,For Profit,2015-04-16,https://twitter.com/kapalyainc,https://www.facebook.com/kapalyainc/,https://www.linkedin.com/company/kapalya/,Seed,,,Less than $1M
4783,Pass It Down,https://www.crunchbase.com/organization/pass-it-down,"Chattanooga, Tennessee, United States","Family, Mobile, Video",Pre-Seed,2019-01-21,,,,1-10,250000.0,USD,250000.0,2.0,,,,,,1.0,,,,For Profit,2015-04-17,https://www.twitter.com/passitdown,,,Seed,,,Less than $1M
4964,Leansite,https://www.crunchbase.com/organization/leansite,"Tallinna, Harjumaa, Estonia","Construction, SaaS, Software",Pre-Seed,2016-01-22,,,,1-10,,,,1.0,,,,,,2.0,,,,For Profit,2015-04-06,https://www.twitter.com/leansiteapp,https://www.facebook.com/leansiteapp,https://www.linkedin.com/in/ergopikas,Seed,,,$1M to $10M
4993,Sentiment Search,https://www.crunchbase.com/organization/sentiment-search,"London, England, United Kingdom","Analytics, Artificial Intelligence, Marketing, Social Media",Pre-Seed,2018-11-12,,,,1-10,,,,1.0,,,,,,1.0,,,,,2015-04-08,https://twitter.com/SentimentSearch,https://www.facebook.com/sentimentsearch/,https://www.linkedin.com/company/sentiment-search,Seed,,,Less than $1M
5081,Baggizmo,https://www.crunchbase.com/organization/baggizmo,"Zagreb, Grad Zagreb, Croatia","Fashion, Hardware, Internet of Things, Product Design",Pre-Seed,2018-12-21,,,,1-10,,,,1.0,,,,,,1.0,,,,For Profit,2015-04-01,https://twitter.com/baggizmo,https://www.facebook.com/Baggizmo,https://www.linkedin.com/company/baggizmo/,Seed,,,Less than $1M
5554,Scollar,https://www.crunchbase.com/organization/scollar-inc,"Kansas City, Missouri, United States","Consumer, Mobile Apps, Pet",Pre-Seed,2018-01-05,180000.0,USD,180000.0,1-10,1373000.0,USD,1373000.0,4.0,,,,,,3.0,,,,For Profit,2015-05-01,https://twitter.com/scollartales,https://www.facebook.com/ScollarTales/,https://www.linkedin.com/company/scollar-inc.,Seed,,,Less than $1M
5577,Envoy America,https://www.crunchbase.com/organization/envoy-america,"Phoenix, Arizona, United States","Health Care, Mobile Apps, Ride Sharing, Transportation",Pre-Seed,2018-11-15,125000.0,USD,125000.0,11-50,395000.0,USD,395000.0,5.0,,,,,,1.0,,,,For Profit,2015-05-01,https://www.twitter.com/envoyamerica,https://www.facebook.com/envoyamerica,https://www.linkedin.com/company/envoy-america/?viewAsMember=true,Seed,,,Less than $1M
5741,BeachCoders Academy,https://www.crunchbase.com/organization/beach-coders-academy,"Manhattan Beach, California, United States","Continuing Education, EdTech, Education, UX Design, Web Development",Pre-Seed,2019-11-11,,,,1-10,,,,1.0,,,,,,,,,,For Profit,2015-05-11,https://www.twitter.com/beachcoders,https://www.facebook.com/865188423556356,https://www.linkedin.com/company/beach-coders-academy,Seed,,,Less than $1M
6285,Avocado,https://www.crunchbase.com/organization/avocado-systems,"San Jose, California, United States","Compliance, Cyber Security, Data Visualization, Enterprise Applications",Pre-Seed,2019-02-18,,,,11-50,1000000.0,USD,1000000.0,2.0,,,,,,3.0,,,,For Profit,2015-06-16,https://www.twitter.com/avocadosystems,https://www.facebook.com/avocadosys,https://www.linkedin.com/company/avocado-systems,Seed,,,Less than $1M
6377,Elsy,https://www.crunchbase.com/organization/elsy,"New York, New York, United States","Artificial Intelligence, Information Technology",Pre-Seed,2018-03-01,1300000.0,USD,1300000.0,11-50,2200000.0,USD,2200000.0,2.0,,,,,,2.0,,,,For Profit,2015-06-03,,,,Seed,,,$1M to $10M
6393,360 STORIES,https://www.crunchbase.com/organization/360stories,"New York, New York, United States","Augmented Reality, Travel, Virtual Reality",Pre-Seed,2018-07-28,40000.0,USD,40000.0,11-50,290000.0,USD,290000.0,2.0,,,,,,2.0,,,,For Profit,2015-06-01,https://twitter.com/360Stories,https://www.facebook.com/360stories/,https://www.linkedin.com/company/360stories/,Seed,,,Less than $1M
6561,Baningo,https://www.crunchbase.com/organization/baningo,"Vienna, Wien, Austria","Financial Services, FinTech",Pre-Seed,2016-01-01,,,,1-10,,,,1.0,,,,,,,,,,For Profit,2015-06-01,https://twitter.com/baningo,https://www.facebook.com/banking.baningo,https://www.linkedin.com/company/baningo,Seed,,,Less than $1M
6731,Yemp.co,https://www.crunchbase.com/organization/yemp-co,,"Event Management, Internet",Pre-Seed,2019-06-04,,,,1-10,,,,1.0,,,,,,1.0,,,,For Profit,2015-06-01,https://www.twitter.com/yempco,https://www.facebook.com/yemp.co,https://www.linkedin.com/company/yemp-co,Seed,,,Less than $1M
7170,MK Decision,https://www.crunchbase.com/organization/mk-decision,"San Diego, California, United States","Banking, Credit, Credit Bureau, Credit Cards, Financial Services, Risk Management, SaaS, Web Apps",Pre-Seed,2018-10-03,938000.0,USD,938000.0,11-50,1079000.0,USD,1079000.0,2.0,,,,,,2.0,,,,For Profit,2015-07-22,https://twitter.com/MKDecision/,https://www.facebook.com/mkdecision/,https://www.linkedin.com/company/mkdecision/,Seed,,,Less than $1M
7339,"Gappify, Inc.",https://www.crunchbase.com/organization/gappify-inc,"San Francisco, California, United States","Accounting, Enterprise Software, Software",Pre-Seed,2020-03-01,,,,11-50,,,,5.0,,,,,,2.0,,,,For Profit,2015-07-01,https://www.twitter.com/gappifyinc,,https://www.linkedin.com/company/gappify-inc/,Seed,,,Less than $1M
7903,Madlipz,https://www.crunchbase.com/organization/madlipz,"Toronto, Ontario, Canada","Media and Entertainment, Social Media, Social Network",Pre-Seed,2019-05-02,671000.0,CAD,498110.0,1-10,671000.0,CAD,498110.0,4.0,,,,,,3.0,,,,For Profit,2015-08-01,https://twitter.com/madlipzapp,https://www.facebook.com/madlipzapp,,Seed,,,$1M to $10M
7947,Vybe Software,https://www.crunchbase.com/organization/vybe-software,"Austin, Texas, United States","Machine Learning, Mobile Apps, Software",Pre-Seed,2019-05-13,250000.0,USD,250000.0,11-50,500000.0,USD,500000.0,4.0,,,,,,1.0,,,,For Profit,2015-08-28,https://www.twitter.com/vybesoftware,https://www.facebook.com/vybesoftware,https://www.linkedin.com/company/vybesoftware/,Seed,,,Less than $1M
7970,Find & Order,https://www.crunchbase.com/organization/find-order,"Paris, Ile-de-France, France","3D Technology, Big Data, Health Care, Indoor Positioning, Logistics, Mapping Services, Retail Technology, Smart Building",Pre-Seed,2019-01-02,150000.0,EUR,169688.0,1-10,150000.0,EUR,169688.0,1.0,,,,,,2.0,,,,For Profit,2015-08-07,https://twitter.com/findnorder,https://fr-fr.facebook.com/FindnOrder/,https://www.linkedin.com/company/find-&-order/,Seed,,,$1M to $10M
8689,Terrene,https://www.crunchbase.com/organization/terrene,"Waterloo, Ontario, Canada","Analytics, Artificial Intelligence, Big Data, Enterprise Software, Machine Learning, Predictive Analytics",Pre-Seed,2017-07-10,100000.0,USD,100000.0,1-10,100000.0,USD,100000.0,1.0,,,,,,3.0,,,,For Profit,2015-09-01,https://twitter.com/terreneco,https://www.facebook.com/terreneco,https://www.linkedin.com/company/terrene-co?trk=nav_account_sub_nav_company_admin,Seed,,,$1M to $10M
8771,Webure Technologies,https://www.crunchbase.com/organization/webure-technologies,"Bangalore, Karnataka, India","Consulting, Information Technology, Internet, Software",Pre-Seed,2018-09-07,125000.0,USD,125000.0,1-10,125000.0,USD,125000.0,1.0,,,,,,1.0,,,,For Profit,2015-09-30,https://twitter.com/weburetech,https://www.facebook.com/webure/,https://www.linkedin.com/company/webure-technologies-opc-pvt--ltd-/,Seed,,,Less than $1M
9355,Rize,https://www.crunchbase.com/organization/rize,"Arlington, Virginia, United States",FinTech,Pre-Seed,2018-08-31,2000000.0,USD,2000000.0,11-50,4000000.0,USD,4000000.0,2.0,,,,,,4.0,,,,For Profit,2015-10-04,https://twitter.com/rizesaving,https://www.facebook.com/rize,https://www.linkedin.com/company/5397527/,Seed,,,Less than $1M
9364,Neuro,https://www.crunchbase.com/organization/neurogum-llc,"Los Angeles, California, United States","Consumer Goods, Lifestyle, Wellness",Pre-Seed,2017-12-14,,,,11-50,22000.0,USD,22000.0,2.0,,,,,,2.0,,,,For Profit,2015-10-15,https://www.twitter.com/neurogum,https://www.facebook.com/getneuro,https://www.linkedin.com/company/getneuro/,Seed,,,Less than $1M
9430,Parsegon,https://www.crunchbase.com/organization/parsegon,"New City, New York, United States","Human Resources, SaaS, Sales Automation",Pre-Seed,2018-07-08,36900.0,USD,36900.0,1-10,126900.0,USD,126900.0,3.0,,,,,,2.0,,,,For Profit,2015-10-10,https://www.twitter.com/parsegon,https://www.facebook.com/parsegon,https://www.linkedin.com/company/parsegon,Seed,,,Less than $1M
9459,"CPRWrap, Inc",https://www.crunchbase.com/organization/cpr-lifewrap,"Hixson, Tennessee, United States","Consumer Goods, First Aid, Health Care, Health Diagnostics",Pre-Seed,2019-07-30,250000.0,USD,250000.0,1-10,250000.0,USD,250000.0,2.0,,,,,,1.0,,,,For Profit,2015-10-17,https://www.twitter.com/cprwrap,https://www.facebook.com/CPRWrap,https://www.linkedin.com/in/felicia-jackson-42b29a59,Seed,,,Less than $1M
9556,Citizen,https://www.crunchbase.com/organization/citizen-2,"Miami, Florida, United States","Information Technology, Security",Pre-Seed,2017-01-27,,,,101-250,,,,1.0,,,,,,2.0,,,,,2015-10-22,,,,Seed,,,Less than $1M
10049,PurPics,https://www.crunchbase.com/organization/purpics,"Austin, Texas, United States","Advertising, Digital Marketing, Marketing, SaaS, Software",Pre-Seed,2020-02-04,920000.0,USD,920000.0,11-50,2000000.0,USD,2000000.0,4.0,,,,,,0.0,,,,For Profit,2015-11-01,,https://www.facebook.com/PurPicsOfficial/,https://www.linkedin.com/company/purpics/,Seed,,,Less than $1M
10095,cliexa,https://www.crunchbase.com/organization/cliexa,"Denver, Colorado, United States","Health Care, Health Diagnostics, Hospital, Medical",Pre-Seed,2019-05-01,300000.0,USD,300000.0,1-10,1582000.0,USD,1582000.0,9.0,Made Acquisitions,,,1.0,,1.0,,,,For Profit,2015-11-15,http://www.twitter.com/cliexa_,https://www.facebook.com/cliexa,http://www.linkedin.com/company/cliexa,Seed,,,Less than $1M
10155,VisuWall Technologies,https://www.crunchbase.com/organization/visuwall,"New York, New York, United States","Computer Vision, Marketing, Real Estate",Pre-Seed,2018-10-01,550000.0,USD,550000.0,1-10,550000.0,USD,550000.0,2.0,,,,,,2.0,,,,For Profit,2015-11-12,https://www.twitter.com/visuwall,https://www.facebook.com/visuwalltech/,https://www.linkedin.com/company/visuwall/,Seed,,,$1M to $10M
10170,Foray Collective,https://www.crunchbase.com/organization/foray-collective,"Los Angeles, California, United States","E-Commerce, Fashion",Pre-Seed,2017-12-30,1075000.0,USD,1075000.0,1-10,2075000.0,USD,2075000.0,2.0,,,,,,3.0,,,,,2015-11-01,https://twitter.com/shop_foray,https://www.facebook.com/shopFORAY/,https://www.linkedin.com/company/foraycollective,Seed,,,Less than $1M
10191,Galen Growth,https://www.crunchbase.com/organization/galen-growth-asia,"Singapore, Central Region, Singapore","Collaboration, Health Care, Innovation Management, Venture Capital",Pre-Seed,2015-11-25,50000.0,USD,50000.0,1-10,50000.0,USD,50000.0,1.0,,,,,,5.0,,,,For Profit,2015-11-25,https://www.twitter.com/galengrowth,,https://www.linkedin.com/company/10322275/admin/,Seed,,,$1M to $10M
10203,CottageClass,https://www.crunchbase.com/organization/cottageclass,"New York, New York, United States","Children, E-Learning, EdTech, Education, Parenting",Pre-Seed,2017-07-10,100000.0,USD,100000.0,1-10,100000.0,USD,100000.0,1.0,,,,,,1.0,,,,For Profit,2015-11-02,https://twitter.com/cottageclass,https://www.facebook.com/cottageclass/,https://www.linkedin.com/company/cottageclass/,Seed,,,Less than $1M
10265,Integrate Tech,https://www.crunchbase.com/organization/integrate-tech,"New York, New York, United States",Education,Pre-Seed,2018-12-01,160000.0,USD,160000.0,,160000.0,USD,160000.0,1.0,,,,,,,,,,For Profit,2015-12-25,,,,Seed,,,Less than $1M
10306,Dexi,https://www.crunchbase.com/organization/dexi,"London, England, United Kingdom","Analytics, Big Data, Data Integration, Data Mining, Data Visualization, Marketing Automation, Software",Pre-Seed,2015-12-15,,,,11-50,,,,2.0,,,,,,3.0,,,,For Profit,2015-12-15,https://www.twitter.com/dexi_io,https://www.facebook.com/dexi.io,https://www.linkedin.com/company/dexi.io/?viewAsMember=true,Seed,,,$1M to $10M
10997,Layr,https://www.crunchbase.com/organization/unbrokerage-inc,"Atlanta, Georgia, United States","Commercial Insurance, Financial Services, FinTech, Insurance, InsurTech, Internet",Pre-Seed,2019-07-01,625000.0,USD,625000.0,1-10,625000.0,USD,625000.0,1.0,,,,,,2.0,,,,For Profit,2016-01-01,https://twitter.com/TeamLayr,https://www.facebook.com/TeamLayr/,https://www.linkedin.com/company/teamlayr/,Seed,,,Less than $1M
11008,TestRigor,https://www.crunchbase.com/organization/testrigor,"San Francisco, California, United States","Artificial Intelligence, Developer Tools, Machine Learning, Quality Assurance, Software",Pre-Seed,2020-04-07,718333.0,USD,718333.0,11-50,1052333.0,USD,1052333.0,3.0,,,,,,4.0,,,,For Profit,2016-01-01,https://twitter.com/testrigor,https://www.facebook.com/TestRigor/,https://www.linkedin.com/company/testrigor,Seed,,,Less than $1M
11205,Mobius,https://www.crunchbase.com/organization/mobiuspbc,"Lenoir City, Tennessee, United States","Advanced Materials, AgTech, Biotechnology, Chemical, Plastics and Rubber Manufacturing, Sustainability",Pre-Seed,2019-07-29,,,,1-10,673500.0,USD,673500.0,6.0,,,,,,1.0,,,,For Profit,2016-01-01,https://twitter.com/mobiuspbc,https://www.facebook.com/mobiuspbc/,https://www.linkedin.com/company/mobiuspbc/,Seed,,,Less than $1M
11231,iTrust,https://www.crunchbase.com/organization/itrust-2,"Atlanta, Georgia, United States","Cloud Infrastructure, Cyber Security, Risk Management, SaaS, Security",Pre-Seed,2016-06-01,1000000.0,USD,1000000.0,11-50,1000000.0,USD,1000000.0,1.0,,,,,,2.0,,,,For Profit,2016-01-01,https://twitter.com/iTrust_Inc,,https://www.linkedin.com/company/itrust-inc,Seed,,,Less than $1M
11281,MechDome,https://www.crunchbase.com/organization/mechdome,"San Mateo, California, United States","Android, Enterprise Software, iOS, Mobile Apps",Pre-Seed,2016-03-30,,,,1-10,,,,1.0,,,,,,1.0,,,,For Profit,2016-01-01,https://twitter.com/mech_dome,,https://www.linkedin.com/company/mechdome,Seed,,,Less than $1M
11300,Exit 7C,https://www.crunchbase.com/organization/exit7c,"Milwaukee, Wisconsin, United States","Automotive, Fuel, Location Based Services, Mobile",Pre-Seed,2018-07-01,,,,11-50,1020000.0,USD,1020000.0,8.0,,,,,,1.0,,,,For Profit,2016-01-01,http://twitter.com/exit7c,https://www.facebook.com/exit7c,https://www.linkedin.com/company/exit7c,Seed,,,Less than $1M
