,Organization Name,Organization Name URL,Headquarters Location,Industries,Last Funding Type,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Number of Employees,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Number of Funding Rounds,Acquisition Status,Acquired by,Acquired by URL,Number of Acquisitions,Acquisition Price Currency (in USD),Number of Founders,Unnamed: 20,Acquisition Price,Price Currency,Company Type,Founded Date,Twitter,Facebook,LinkedIn,Funding Status,Acquisition Type,Announced Date,Estimated Revenue Range
2621,Outcomes.com,https://www.crunchbase.com/organization/outcomes-com,"Berkeley, California, United States","Health Care, Medical, Medical Device",Non-equity Assistance,2015-12-01,,,,1-10,,,,1.0,,,,,,,,,,For Profit,2015-01-15,https://www.twitter.com/ioutcomes,https://www.facebook.com/ioutcomes,https://www.linkedin.com/company/outcomes.com,,,,Less than $1M
2783,Angaza Boma,https://www.crunchbase.com/organization/angaza-kenya,"Nairobi, Nairobi Area, Kenya","Lighting, News, Solar",Non-equity Assistance,2016-06-07,,,,11-50,,,,1.0,,,,,,1.0,,,,For Profit,2015-01-10,,,,,,,$10M to $50M
3070,Radish,https://www.crunchbase.com/organization/radish-media-inc,"New York, New York, United States","Apps, Media and Entertainment, Mobile Apps, Publishing, Reading Apps",Non-equity Assistance,2017-07-01,,,,51-100,3000000.0,USD,3000000.0,3.0,,,,,,2.0,,,,For Profit,2015-02-01,https://twitter.com/radish_fiction,https://www.facebook.com/radishfiction/,https://www.linkedin.com/company/10854052?trk=tyah&trkInfo=clickedVertical%3Acompany%2CentityType%3AentityHistoryName%2CclickedEntityId%3Acompany_company_company_company_company_company_10854052%2Cidx%3A0,Seed,,,$1M to $10M
3090,ServisHero,https://www.crunchbase.com/organization/servishero,"Kuala Lumpor, Kuala Lumpur, Malaysia","Apps, Consumer, Mobile, Professional Services, Software",Non-equity Assistance,2016-06-28,,,,11-50,2700000.0,USD,2700000.0,2.0,,,,,,5.0,,,,For Profit,2015-02-01,https://twitter.com/ServisHero,https://www.facebook.com/servishero,https://www.linkedin.com/company/servis-hero/,Seed,,,$1M to $10M
3117,beBee,https://www.crunchbase.com/organization/bebee,"New York, New York, United States","Communities, Internet, Professional Networking, Social Network",Non-equity Assistance,2016-11-18,,,,11-50,6000000.0,USD,6000000.0,2.0,,,,,,2.0,,,,For Profit,2015-02-01,https://www.twitter.com/bebee,https://www.facebook.com/bebeeeng,https://www.linkedin.com/company/5401072,,,,$1M to $10M
3230,JetCash,https://www.crunchbase.com/organization/jetcash,"London, England, United Kingdom","Banking, Credit Cards, Customer Service, Financial Services, FinTech, Location Based Services, Mobile",Non-equity Assistance,2015-02-23,20000.0,EUR,22671.0,1-10,20000.0,EUR,22671.0,1.0,,,,,,1.0,,,,For Profit,2015-02-23,https://twitter.com/@getjetcash,,,,,,Less than $1M
3273,Mody Data Solutions,https://www.crunchbase.com/organization/mody-data,"New York, New York, United States","Fraud Detection, Health Insurance, Insurance, InsurTech, Life Insurance",Non-equity Assistance,2017-09-01,,,,1-10,,,,1.0,,,,,,5.0,,,,For Profit,2015-02-06,,,https://www.linkedin.com/company/mds-mody-data-solutions-/,,,,Less than $1M
3287,knowhere,https://www.crunchbase.com/organization/knowhere,"Hamburg, Hamburg, Germany","Artificial Intelligence, Machine Learning, Marketing Automation, Messaging",Non-equity Assistance,2015-09-01,,,,1-10,,,,1.0,,,,,,5.0,,,,For Profit,2015-02-24,https://twitter.com/knowherego,https://www.facebook.com/knowhereHH/,https://www.linkedin.com/company/knowhere-gmbh,,,,Less than $1M
3978,SpaceConnect,https://www.crunchbase.com/organization/spaceconnect,"Sydney, New South Wales, Australia","Business Intelligence, Commercial Real Estate, Intelligent Systems, Professional Services, Real Time",Non-equity Assistance,2015-10-03,,,,1-10,50000.0,AUD,38015.0,2.0,Was Acquired,SmartSpace Software Plc,https://www.crunchbase.com/organization/redstoneconnect-plc,,,1.0,,,,For Profit,2015-03-08,https://www.twitter.com/spaceconnected,https://www.facebook.com/spaceconnected,https://www.linkedin.com/company/space-connect,M&A,Acquisition,2019-10-31,$1M to $10M
4014,We Love Work,https://www.crunchbase.com/organization/we-love-work,"London, England, United Kingdom","Human Resources, Predictive Analytics, Recruiting",Non-equity Assistance,2017-03-13,,,,1-10,110000.0,USD,110000.0,2.0,,,,,,2.0,,,,For Profit,2015-03-27,https://www.twitter.com/weloveworkltd,,,,,,Less than $1M
4024,Servicefriend,https://www.crunchbase.com/organization/servicefriend,"Tel Aviv, Tel Aviv, Israel","Artificial Intelligence, Customer Service, Messaging, Software",Non-equity Assistance,2016-02-02,,,,11-50,,,,1.0,Was Acquired,Facebook,https://www.crunchbase.com/organization/facebook,,,2.0,,,,For Profit,2015-03-01,https://twitter.com/servicefriend_,https://www.facebook.com/servicefriend/,https://www.linkedin.com/company/servicefriend,M&A,Acquisition,2019-09-22,Less than $1M
4108,Citious,https://www.crunchbase.com/organization/citious,"Vigo, Galicia, Spain","Customer Service, Information Services, Information Technology, Internet, Messaging",Non-equity Assistance,2016-01-27,,,,1-10,125000.0,EUR,139787.0,2.0,,,,,,,,,,,2015-03-01,https://www.twitter.com/citious,https://www.facebook.com/citiousapp,https://www.linkedin.com/company/citious,Seed,,,Less than $1M
4155,Wheelhouse.io,https://www.crunchbase.com/organization/wheelhouse-io,"New York, New York, United States","Corporate Training, Enterprise Software, Software, Training",Non-equity Assistance,2015-07-01,,,,1-10,,,,1.0,,,,,,3.0,,,,,2015-03-09,https://www.twitter.com/wheelhouseio,https://www.facebook.com/wheelhouseio,,,,,$1M to $10M
4731,My Seoul Secret,https://www.crunchbase.com/organization/my-seoul-secret,"Seoul, Seoul-t'ukpyolsi, South Korea","Beauty, Information Technology",Non-equity Assistance,2015-12-20,2000000.0,KRW,1691.0,1-10,37000000.0,KRW,31422.0,2.0,,,,,,1.0,,,,For Profit,2015-04-01,https://www.twitter.com/myseoulsecret,https://www.facebook.com/myseoulsecret,,,,,Less than $1M
4762,PublishDrive,https://www.crunchbase.com/organization/publishdrive,"Redwood City, California, United States","Analytics, Artificial Intelligence, Big Data, Digital Media, E-Commerce, EBooks, Information Technology, Machine Learning, Publishing, Software",Non-equity Assistance,2017-05-23,50000.0,USD,50000.0,11-50,50000.0,USD,50000.0,2.0,,,,,,1.0,,,,For Profit,2015-04-15,https://twitter.com/publishdrive,https://www.facebook.com/publishdrive,https://www.linkedin.com/company/publishdrive,Seed,,,Less than $1M
4877,Nvstr,https://www.crunchbase.com/organization/nvstr,"New York, New York, United States","Finance, Financial Services, FinTech, Internet, Personal Finance, Social Network",Non-equity Assistance,2017-05-23,,,,1-10,,,,2.0,,,,,,2.0,,,,For Profit,2015-04-01,https://twitter.com/NvstrOfficial,https://www.facebook.com/NvstrOfficial/,https://www.linkedin.com/company/nvstrtechnologies,Seed,,,Less than $1M
5006,MashUp Machine,https://www.crunchbase.com/organization/mashup-machine,"Vancouver, British Columbia, Canada","Artificial Intelligence, Education, Machine Learning, Software",Non-equity Assistance,2016-10-05,,,,1-10,,,,1.0,,,,,,,,,,,2015-04-27,http://twitter.com/storymashup,https://www.facebook.com/scarycabin,,,,,Less than $1M
5032,Nventify Inc,https://www.crunchbase.com/organization/nventify-inc,"Los Gatos, California, United States","Internet, Software",Non-equity Assistance,2017-06-01,,,,1-10,,,,1.0,,,,,,1.0,,,,For Profit,2015-04-04,https://www.twitter.com/nventify,https://www.facebook.com/nventify,https://www.linkedin.com/company/nventify-inc/,,,,Less than $1M
5688,CyNation,https://www.crunchbase.com/organization/cynation,"London, England, United Kingdom","Compliance, Cyber Security, Internet of Things, Risk Management, SaaS",Non-equity Assistance,2017-12-01,,,,11-50,,,,1.0,,,,,,,,,,For Profit,2015-05-15,https://www.twitter.com/cynationltd,,https://www.linkedin.com/company/cynation-ltd,,,,Less than $1M
5702,CloudBrain,https://www.crunchbase.com/organization/cloudbrain-2,"Mountain View, California, United States","Artificial Intelligence, Internet",Non-equity Assistance,2017-07-13,,,,,,,,2.0,,,,,,2.0,,,,For Profit,2015-05-01,,,https://www.linkedin.com/company/%E4%BA%91%E8%84%91%E7%A7%91%E6%8A%80/,Seed,,,$1M to $10M
5713,Vennti,https://www.crunchbase.com/organization/vennti,"Buenos Aires, Distrito Federal, Argentina","E-Commerce, Social Network",Non-equity Assistance,2015-12-10,30000.0,USD,30000.0,1-10,30000.0,USD,30000.0,1.0,,,,,,3.0,,,,,2015-05-01,,,,,,,Less than $1M
5770,H2nanO,https://www.crunchbase.com/organization/h2nano,"Kitchener, Ontario, Canada","Advanced Materials, CleanTech, Water, Water Purification",Non-equity Assistance,2016-10-05,,,,1-10,,,,1.0,,,,,,1.0,,,,For Profit,2015-05-01,http://www.twitter.com/h2nano,,,,,,Less than $1M
5772,Red Queen Gaming,https://www.crunchbase.com/organization/red-queen-gaming,"Philadelphia, Pennsylvania, United States","Analytics, Digital Entertainment, Video Games",Non-equity Assistance,2019-01-31,,,,1-10,,,,1.0,,,,,,1.0,,,,For Profit,2015-05-01,https://twitter.com/redqueengaming,https://www.facebook.com/redqueengaming/,https://www.linkedin.com/company/red-queen-gaming,,,,Less than $1M
5843,Siliconic Home,https://www.crunchbase.com/organization/siliconic-home-inc,"Mountain View, California, United States","Artificial Intelligence, Hardware, Internet of Things, Machine Learning, Smart Home",Non-equity Assistance,2016-06-27,,,,1-10,,,,1.0,,,,,,4.0,,,,For Profit,2015-05-01,https://twitter.com/SiliconicHome,https://www.facebook.com/SiliconicHome,https://www.linkedin.com/company/siliconic-home,,,,Less than $1M
5947,Flock Data Analytics Ltd.,https://www.crunchbase.com/organization/flock-data-analytics-ltd,"Mallow, Cork, Ireland","Analytics, Financial Services, Machine Learning, Social Media",Non-equity Assistance,2015-12-18,,,,1-10,,,,1.0,,,,,,,,,,,2015-05-20,,,,,,,Less than $1M
6039,SmartSubs,https://www.crunchbase.com/organization/smartsubs,"Paris, Ile-de-France, France",Search Engine,Non-equity Assistance,2015-09-01,,,,1-10,,,,1.0,,,,,,,,,,For Profit,2015-05-01,https://twitter.com/smartsubs,https://www.facebook.com/smartsubs,,,,,Less than $1M
6319,PartnerStack,https://www.crunchbase.com/organization/partnerstack,"Toronto, Ontario, Canada","Enterprise Software, Marketing, Marketing Automation, Software",Non-equity Assistance,2015-10-06,,,,51-100,120000.0,USD,120000.0,2.0,,,,,,4.0,,,,For Profit,2015-06-01,https://www.twitter.com/partnerstack,https://www.facebook.com/PartnerStack-576964792737529,https://www.linkedin.com/company/partnerstack,Seed,,,Less than $1M
6330,B2B Pay,https://www.crunchbase.com/organization/b2b-pay,"Helsinki, Southern Finland, Finland","B2B, Financial Services, FinTech, Payments, Transaction Processing",Non-equity Assistance,2017-01-02,196000.0,EUR,204968.0,11-50,266000.0,EUR,283407.0,4.0,,,,,,2.0,,,,For Profit,2015-06-01,https://www.twitter.com/b2bpay,https://www.facebook.com/B2Bpay/,https://www.linkedin.com/company/10102175,Seed,,,Less than $1M
6474,Kulina,https://www.crunchbase.com/organization/kulina,"Jakarta, Jakarta Raya, Indonesia","E-Commerce, Food and Beverage, Food Delivery",Non-equity Assistance,2017-11-29,,,,11-50,,,,3.0,,,,,,3.0,,,,For Profit,2015-06-29,https://www.twitter.com/kulinaid,https://www.facebook.com/kulina.id,https://www.linkedin.com/company/kulina,Seed,,,$1M to $10M
6733,De Mobo,https://www.crunchbase.com/organization/de-mobo,"Millbrae, California, United States","EdTech, Information Technology, Mobile",Non-equity Assistance,2015-12-01,,,,11-50,,,,1.0,,,,,,2.0,,,,For Profit,2015-06-01,https://twitter.com/de_mobo,https://www.facebook.com/deMobo,,,,,Less than $1M
7268,"Skylift Global, Inc.",https://www.crunchbase.com/organization/skylift-global-inc,"San Diego, California, United States","Aerospace, Drones, Logistics, Transportation",Non-equity Assistance,2016-01-30,50000.0,USD,50000.0,1-10,150000.0,USD,150000.0,2.0,,,,,,4.0,,,,For Profit,2015-07-15,https://www.twitter.com/skyliftglobal,https://www.facebook.com/skyliftglobal,https://www.linkedin.com/in/amiremadi,,,,Less than $1M
7302,Protesis Avanzadas SAS,https://www.crunchbase.com/organization/tech-bionic-hand-by-protesis-avanzadas,"MedellÃ­n, Antioquia, Colombia","3D Technology, Hospital, Medical, Medical Device",Non-equity Assistance,2019-08-24,230000.0,USD,230000.0,1-10,250000.0,USD,250000.0,2.0,,,,,,,,,,For Profit,2015-07-15,https://twitter.com/protesisavanza,https://www.facebook.com/protesisavanzadassas/,https://www.linkedin.com/company/10382389/,Seed,,,$1M to $10M
7330,Inabe,https://www.crunchbase.com/organization/inabe-ug-haftungsbeschrÃ¤nkt,"Halle, Sachsen-Anhalt, Germany","Computer, Information Technology, Navigation, Software",Non-equity Assistance,2016-04-23,25000.0,USD,25000.0,1-10,25000.0,USD,25000.0,1.0,,,,,,2.0,,,,For Profit,2015-07-30,https://twitter.com/inabeacon,https://www.facebook.com/inabeacon,https://www.linkedin.com/company/10148650/,,,,$1M to $10M
7488,Sencorables LLC,https://www.crunchbase.com/organization/sencorables,"Greenville, South Carolina, United States","Electronics, Information Technology, Sensor",Non-equity Assistance,2016-11-01,,,,1-10,,,,2.0,,,,,,,,,,For Profit,2015-07-15,https://twitter.com/sencorables,,https://www.linkedin.com/company/sencorables-llc,Private Equity,,,$1M to $10M
7922,ParkWise,https://www.crunchbase.com/organization/parkwise-3,"New York, New York, United States","Artificial Intelligence, Automotive, Autonomous Vehicles, Machine Learning, Mobile Apps, Transportation",Non-equity Assistance,2018-10-01,,,,11-50,1000000.0,USD,1000000.0,5.0,,,,,,2.0,,,,For Profit,2015-08-15,https://twitter.com/ParkwiseApp,https://www.facebook.com/parkwiseapp/,https://www.linkedin.com/company/parkwise/,Seed,,,Less than $1M
7937,PainQx,https://www.crunchbase.com/organization/painqx,"New York, New York, United States","Clinical Trials, Health Diagnostics, Medical Device, Software",Non-equity Assistance,2018-08-31,,,,1-10,1600000.0,USD,1600000.0,2.0,,,,,,2.0,,,,For Profit,2015-08-01,,,https://www.linkedin.com/company/10367339/,,,,Less than $1M
7944,avvoka,https://www.crunchbase.com/organization/avvoka,"London, England, United Kingdom","Analytics, Cloud Computing, Information Services, Legal, Legal Tech, SaaS, Software",Non-equity Assistance,2017-03-13,,,,1-10,150000.0,GBP,216469.0,2.0,,,,,,2.0,,,,For Profit,2015-08-12,https://www.twitter.com/avvokalaw,https://www.facebook.com/avvoka,https://www.linkedin.com/company/avvoka,Seed,,,$1M to $10M
8201,Tuse,https://www.crunchbase.com/organization/tuse,"Port Elizabeth, New Jersey, United States",Apps,Non-equity Assistance,2016-06-07,,,,1-10,,,,1.0,,,,,,2.0,,,,For Profit,2015-08-23,,,,,,,Less than $1M
8300,BookTheArtists.com,https://www.crunchbase.com/organization/booktheartists-com,"Helsinki, Southern Finland, Finland","Crowdfunding, E-Commerce Platforms, Events, Media and Entertainment, Performing Arts, Sharing Economy, Social Media Marketing, Video Streaming",Non-equity Assistance,2016-04-05,,,,1-10,,,,1.0,,,,,,1.0,,,,For Profit,2015-08-01,https://twitter.com/booktheartists,https://www.facebook.com/booktheartists,https://www.linkedin.com/company/booktheartists-com,,,,$1M to $10M
8376,Snappy Chow,https://www.crunchbase.com/organization/snappy-chow,"Cincinnati, Ohio, United States","E-Commerce, Farmers Market, Logistics, Mobile, Restaurants",Non-equity Assistance,2015-08-15,,,,1-10,,,,1.0,,,,,,2.0,,,,For Profit,2015-08-01,https://twitter.com/snappychow,https://www.facebook.com/snappychow,https://www.linkedin.com/company/snappy-chow,,,,$1M to $10M
8623,"Pzizz - Sleep, Nap, Focus",https://www.crunchbase.com/organization/pzizz,"London, England, United Kingdom","Apps, Health Care, Mobile Apps, Personal Health",Non-equity Assistance,2016-11-02,,,,11-50,500000.0,USD,500000.0,3.0,,,,,,1.0,,,,For Profit,2015-09-01,https://twitter.com/pzizz,https://www.facebook.com/pzizz,,,,,$1M to $10M
8675,Perksy,https://www.crunchbase.com/organization/perksy,"New York, New York, United States","Brand Marketing, Loyalty Programs, Market Research, Marketing, Mobile Apps",Non-equity Assistance,2019-02-26,,,,1-10,4500000.0,USD,4500000.0,3.0,,,,,,1.0,,,,For Profit,2015-09-01,https://www.twitter.com/getperksy,https://www.facebook.com/getperksy/,https://www.linkedin.com/company/perksy/,Seed,,,Less than $1M
8688,Awake Labs,https://www.crunchbase.com/organization/awake-labs,"Toronto, Ontario, Canada","Fitness, Health Care, Wellness",Non-equity Assistance,2017-10-14,,,,1-10,30000.0,CAD,22886.0,2.0,,,,,,1.0,,,,,2015-09-01,https://twitter.com/awakelabs,https://www.facebook.com/awakelabs/,https://www.linkedin.com/company-beta/10386919/,Seed,,,Less than $1M
8708,Bike-ID,https://www.crunchbase.com/organization/bike-id,"Berlin, Berlin, Germany","Asset Management, Automotive, Insurance, Security",Non-equity Assistance,2016-05-31,30000.0,EUR,33396.0,1-10,295389.0,USD,295389.0,2.0,,,,,,3.0,,,,For Profit,2015-09-25,https://twitter.com/bikeidregistry,https://www.facebook.com/bikeidregistry,https://www.linkedin.com/company/bike-id,Seed,,,Less than $1M
8755,Giggo App,https://www.crunchbase.com/organization/giggo-app,"London, England, United Kingdom","Hospitality, Mobile Apps, Music, Music Venues",Non-equity Assistance,2016-05-02,10000.0,GBP,14666.0,1-10,10000.0,GBP,14666.0,1.0,,,,,,3.0,,,,,2015-09-28,https://twitter.com/GiggoApp,https://www.fb.com/giggo.rocks,https://www.linkedin.com/company/giggo-ltd,,,,$1M to $10M
8764,Stepsize,https://www.crunchbase.com/organization/stepsize,"London, England, United Kingdom","Big Data, Developer Tools, Information Technology, Natural Language Processing",Non-equity Assistance,2017-10-24,,,,1-10,,,,2.0,,,,,,4.0,,,,For Profit,2015-09-01,https://twitter.com/StepsizeHQ,https://www.facebook.com/stepsizeHQ/,https://www.linkedin.com/company/stepsize/,Seed,,,Less than $1M
8887,ZEITDICE Inc.,https://www.crunchbase.com/organization/zeitdice-inc,"Toronto, Ontario, Canada","Consumer Electronics, Hardware",Non-equity Assistance,2015-10-15,,,,1-10,,,,1.0,,,,,,1.0,,,,For Profit,2015-09-21,https://www.twitter.com/zeitdice,https://www.facebook.com/zeitdice,,,,,Less than $1M
8986,Korwave,https://www.crunchbase.com/organization/korwave,"Tempe, Arizona, United States","Apps, Information Technology, Mobile",Non-equity Assistance,2016-08-23,,,,,,,,1.0,,,,,,2.0,,,,For Profit,2015-09-01,https://www.twitter.com/korwhat,https://www.facebook.com/korwhat,,,,,Less than $1M
9113,Xcursion,https://www.crunchbase.com/organization/xcursion,"Sydney, New South Wales, Australia",Risk Management,Non-equity Assistance,2015-09-16,,,,1-10,,,,1.0,,,,,,1.0,,,,For Profit,2015-09-01,https://www.twitter.com/xcursionsoft,,https://www.linkedin.com/company/6625552/,,,,Less than $1M
9208,FreshToWeb,https://www.crunchbase.com/organization/freshtoweb,"Boston, Massachusetts, United States","Digital Marketing, Internet, Marketing",Non-equity Assistance,2015-09-09,,,,,,,,1.0,,,,,,,,,,,2015-09-09,,https://www.facebook.com/freshtoweb,,,,,Less than $1M
9605,Glaze,https://www.crunchbase.com/organization/glaze-2,"Paris, Ile-de-France, France","Advertising, Advertising Platforms, Local Advertising",Non-equity Assistance,2016-03-15,,,,1-10,,,,1.0,,,,,,2.0,,,,,2015-10-15,https://www.twitter.com/glazemakerco,https://www.facebook.com/glazemaker,https://www.linkedin.com/company/glaze,,,,Less than $1M
9743,Hospii,https://www.crunchbase.com/organization/hospii,,"Apps, Internet, Mobile Apps, Social Media",Non-equity Assistance,2016-04-04,,,,,,,,1.0,,,,,,,,,,For Profit,2015-10-01,https://www.twitter.com/thehospii,https://www.facebook.com/thehospii,,,,,Less than $1M
10129,True AI,https://www.crunchbase.com/organization/true-ai,"London, England, United Kingdom","Artificial Intelligence, Business Intelligence, Customer Service",Non-equity Assistance,2017-10-01,,,,11-50,561000.0,USD,561000.0,4.0,,,,,,2.0,,,,,2015-11-01,https://twitter.com/trueaicompany,,https://www.linkedin.com/company/true-ai/,Seed,,,$1M to $10M
10335,Agranimo,https://www.crunchbase.com/organization/agranimo,"Santiago, Region Metropolitana, Chile","Agriculture, Internet, Software",Non-equity Assistance,2019-10-01,,,,1-10,,,,1.0,,,,,,,,,,,2015-11-08,https://twitter.com/Agranimo,https://www.facebook.com/agranimo/,https://www.linkedin.com/company/agranimo/,,,,Less than $1M
10340,Washeria,https://www.crunchbase.com/organization/washeria,"Gravellona Toce, Piemonte, Italy","E-Commerce, E-Commerce Platforms, Retail, Shopping",Non-equity Assistance,2015-12-01,25000.0,EUR,26571.0,1-10,25000.0,EUR,26571.0,1.0,,,,,,1.0,,,,For Profit,2015-12-01,https://www.twitter.com/washeria_italia,https://www.facebook.com/washeria.italia,,,,,Less than $1M
10423,Doktorderki,https://www.crunchbase.com/organization/doktorderki,"Istanbul, Istanbul, Turkey","Health Care, Information Technology, Internet, Internet of Things, Messaging, Mobile",Non-equity Assistance,2017-01-09,,,,1-10,,,,2.0,,,,,,2.0,,,,,2015-12-06,,,,Seed,,,Less than $1M
11385,Boardfy,https://www.crunchbase.com/organization/boardfy,"Vigo, Galicia, Spain","E-Commerce, Point of Sale, SaaS, Software",Non-equity Assistance,2018-05-04,,,,1-10,230000.0,EUR,273301.0,2.0,,,,,,2.0,,,,For Profit,2016-01-01,https://twitter.com/Boardfy,https://www.facebook.com/boardfy/,https://www.linkedin.com/company/boardfy,Seed,,,Less than $1M
11477,Safety Net,https://www.crunchbase.com/organization/safety-net,"Madison, Wisconsin, United States","Insurance, InsurTech",Non-equity Assistance,2020-05-01,,,,11-50,,,,1.0,Made Acquisitions,,,1.0,,,,,,,2016-01-01,https://twitter.com/billsafetynet,https://www.facebook.com/SafetyNet-970887459661833/,https://www.linkedin.com/company/billsafetynet/,,,,Less than $1M
11567,TruckX Inc,https://www.crunchbase.com/organization/truckx,"Mountain View, California, United States",Transportation,Non-equity Assistance,2017-06-01,,,,51-100,,,,1.0,,,,,,,,,,For Profit,2016-01-01,https://twitter.com/truckXinc,https://www.facebook.com/truckXinc/,https://www.linkedin.com/company/truckx-inc,,,,Less than $1M
11712,Next Play,https://www.crunchbase.com/organization/next-play,"San Francisco, California, United States","EdTech, Enterprise Software, Internet, Training",Non-equity Assistance,2018-08-01,,,,1-10,,,,1.0,,,,,,1.0,,,,For Profit,2016-01-01,https://twitter.com/nextplayinc,https://www.facebook.com/nextplayinc/,https://www.linkedin.com/company-beta/11075825/,,,,Less than $1M
11713,Healthymize,https://www.crunchbase.com/organization/healthymize,"Haifa, Hefa, Israel","Artificial Intelligence, Health Care, Medical",Non-equity Assistance,2016-07-01,,,,1-10,,,,2.0,Was Acquired,Vocalis Health,https://www.crunchbase.com/organization/vocalis-health-c243,,,3.0,,,,For Profit,2016-01-01,,,https://www.linkedin.com/company/10426078,M&A,Merger,2019-12-12,Less than $1M
